USDA Certificate Type	cert_num	cert_status	name	dba	cust_num	city	state
RESEARCH FACILITY	92-R-0022	ACTIVE	PORTLAND COMMUNITY COLLEGE		1055	PORTLAND	OR
RESEARCH FACILITY	92-R-0031	ACTIVE	GEORGE FOX UNIVERSITY		1057	NEWBERG	OR
RESEARCH FACILITY	92-R-0038	CANCELLED	SANFORD-BROWN COLLEGE		327250	PORTLAND	OR
RESEARCH FACILITY	92-R-0039	ACTIVE	CENTRAL OREGON COMMUNITY COLLEGE		328291	BEND	OR
RESEARCH FACILITY	93-R-0003	ACTIVE	SUTTER INSTITUTE FOR MEDICAL RESEARCH		1183	SACRAMENTO	CA
RESEARCH FACILITY	93-R-0004	ACTIVE	STANFORD UNIVERSITY		1190	PALO ALTO	CA
RESEARCH FACILITY	93-R-0006	ACTIVE	LOMA LINDA UNIVERSITY		1186	LOMA LINDA	CA
RESEARCH FACILITY	93-R-0007	ACTIVE	CITY OF HOPE NATIONAL MEDICAL CENTER	BECKMAN RESEARCH INSTITUTE	1187	DUARTE	CA
RESEARCH FACILITY	93-R-0011	ACTIVE	SABAN RESEARCH INSTITUTE OF CHILDRENS HOSPITAL		1191	LOS ANGELES	CA
RESEARCH FACILITY	93-R-0015	ACTIVE	SCRIPPS RESEARCH INSTITUTE		1192	LA JOLLA	CA
RESEARCH FACILITY	93-R-0016	ACTIVE	LOS ANGELES BIOMEDICAL RESEARCH INSTITUTE	L.A. BIOMED	1189	TORRANCE	CA
RESEARCH FACILITY	93-R-0020	ACTIVE	UNIVERSITY OF SOUTHERN CALIFORNIA		1185	LOS ANGELES	CA
RESEARCH FACILITY	93-R-0026	ACTIVE	S R I INTERNATIONAL		1182	MENLO PARK	CA
RESEARCH FACILITY	93-R-0028	ACTIVE	CALIFORNIA INSTITUTE OF TECHNOLOGY		1181	PASADENA	CA
RESEARCH FACILITY	93-R-0032	ACTIVE	CEDARS-SINAI MEDICAL CENTER	BURNS & ALLEN RESEARCH INSTITUTE	1179	LOS ANGELES	CA
RESEARCH FACILITY	93-R-0034	CANCELLED	CALIFORNIA PACIFIC MEDICAL CENTER RESEARCH INST.		1178	SAN FRANCISCO	CA
RESEARCH FACILITY	93-R-0035	ACTIVE	CALIFORNIA INSTITUTE FOR MEDICAL RESEARCH		1177	SAN JOSE	CA
RESEARCH FACILITY	93-R-0036	ACTIVE	HUNTINGTON MEDICAL RESEARCH INSTITUTE		1176	PASADENA	CA
RESEARCH FACILITY	93-R-0041	CANCELLED	PALO ALTO MEDICAL FOUNDATION	RESEARCH INSTITUTE	1175	PALO ALTO	CA
RESEARCH FACILITY	93-R-0050	ACTIVE	UNIVERSITY OF THE PACIFIC		1173	STOCKTON	CA
RESEARCH FACILITY	93-R-0053	ACTIVE	PIERCE COLLEGE		1172	WOODLAND HILLS	CA
RESEARCH FACILITY	93-R-0064	ACTIVE	BIG HEART PET BRANDS		1170	TERMINAL ISLAND	CA
RESEARCH FACILITY	93-R-0066	ACTIVE	SALK INSTITUTE FOR BIOLOGICAL STUDIES		1169	LA JOLLA	CA
RESEARCH FACILITY	93-R-0067	ACTIVE	ALLERGAN		1168	IRVINE	CA
RESEARCH FACILITY	93-R-0074	ACTIVE	BECKMAN COULTER INC.		1167	WINCHESTER	CA
RESEARCH FACILITY	93-R-0080	ACTIVE	COSUMNES RIVER COLLEGE		1165	SACRAMENTO	CA
RESEARCH FACILITY	93-R-0084	ACTIVE	POMONA COLLEGE		1162	CLAREMONT	CA
RESEARCH FACILITY	93-R-0088	ACTIVE	UNIVERSITY OF LA VERNE		1161	LA VERNE	CA
RESEARCH FACILITY	93-R-0117	ACTIVE	MOUNT SAN ANTONIO COLLEGE		1157	WALNUT	CA
RESEARCH FACILITY	93-R-0121	ACTIVE	EDWARDS LIFESCIENCES L L C		1155	IRVINE	CA
RESEARCH FACILITY	93-R-0124	ACTIVE	SAN DIEGO MESA COLLEGE	ANIMAL HEALTH TECHNOLOGY	1153	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0131	ACTIVE	UNIVERSITY OF SAN DIEGO		1150	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0136	ACTIVE	FOOTHILL COLLEGE	VETERINARY TECHNOLOGY PROGRAM	1149	LOS ALTOS HILLS	CA
RESEARCH FACILITY	93-R-0148	ACTIVE	CRITICAL CARE RESEARCH INC.		1158	RANCHO CUCAMONGA	CA
RESEARCH FACILITY	93-R-0151	ACTIVE	ZOOLOGICAL SOCIETY OF SAN DIEGO		1156	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0153	ACTIVE	GIBBON CONSERVATION CENTER		1154	SANTA CLARITA	CA
RESEARCH FACILITY	93-R-0158	ACTIVE	ANTIBODIES INC.		7854	DAVIS	CA
RESEARCH FACILITY	93-R-0159	CANCELLED	ORTHOPAEDIC HOSPITAL		1147	LOS ANGELES	CA
RESEARCH FACILITY	93-R-0163	ACTIVE	HUBBS-SEA WORLD RESEARCH INSTITUTE		1146	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0183	ACTIVE	GENENTECH INC.		1138	SOUTH SAN FRANCISCO	CA
RESEARCH FACILITY	93-R-0189	ACTIVE	PACIFIC BIOLABS		1143	HERCULES	CA
RESEARCH FACILITY	93-R-0193	ACTIVE	DAVID YOUNG D.V.M. PH.D.	YOUNG VETERINARY RESEARCH SERVICES	1142	TURLOCK	CA
RESEARCH FACILITY	93-R-0200	ACTIVE	BIOSURG		1139	WINTERS	CA
RESEARCH FACILITY	93-R-0219	CANCELLED	NOVARTIS VACCINES AND DIAGNOSTICS		1135	EMERYVILLE	CA
RESEARCH FACILITY	93-R-0232	ACTIVE	SAN JOAQUIN VALLEY COLLEGE		1132	VISALIA	CA
RESEARCH FACILITY	93-R-0251	ACTIVE	AMGEN		1128	THOUSAND OAKS	CA
RESEARCH FACILITY	93-R-0260	ACTIVE	JOSMAN  L L C		1125	NAPA	CA
RESEARCH FACILITY	93-R-0263	ACTIVE	SCANTIBODIES LABORATORIES INC.		1121	SANTEE	CA
RESEARCH FACILITY	93-R-0272	CANCELLED	HEART INSTITUTE RESEARCH FACILITY	GOOD SAMARITAN HOSPITAL	1122	LOS ANGELES	CA
RESEARCH FACILITY	93-R-0280	CANCELLED	ELAN PHARMACEUTICALS, INC.		1117	SOUTH SAN FRANCISCO	CA
RESEARCH FACILITY	93-R-0283	ACTIVE	ROBERT SARGEANT		1115	RAMONA	CA
RESEARCH FACILITY	93-R-0297	CANCELLED	TORREY PINES INST. FOR MOLECULAR STUDIES		8226	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0353	CANCELLED	THE PARKINSONS INSTITUTE		1253	SUNNYVALE	CA
RESEARCH FACILITY	93-R-0362	ACTIVE	THE INSTITUTE OF CRITICAL CARE MEDICINE		1272	RANCHO MIRAGE	CA
RESEARCH FACILITY	93-R-0363	ACTIVE	B L P BIO LAB SERVICES		1274	VISTA	CA
RESEARCH FACILITY	93-R-0368	ACTIVE	FIBROGEN INC.		1297	SAN FRANCISCO	CA
RESEARCH FACILITY	93-R-0371	ACTIVE	THE DOG LODGE INC.		1304	LA HABRA	CA
RESEARCH FACILITY	93-R-0375	CANCELLED	NEUROSCIENCES RESEARCH FOUNDATION, INC.	THE NEUROSICENES INSTITUTE	1308	LA JOLLA	CA
RESEARCH FACILITY	93-R-0380	ACTIVE	SANTA CRUZ BIOTECHNOLOGY INC.		1344	SANTA CRUZ	CA
RESEARCH FACILITY	93-R-0382	ACTIVE	PHOENIX PHARMACEUTICALS INC.		1288	BURLINGAME	CA
RESEARCH FACILITY	93-R-0387	CANCELLED	HOUSE RESEARCH INSTITUTE		1687	LOS ANGELES	CA
RESEARCH FACILITY	93-R-0389	ACTIVE	QED BIOSCIENCES INC.		1707	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0390	CANCELLED	AMYLIN PHARMACEUTICALS		1720	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0391	CANCELLED	MEDIMMUNE		1737	MOUNTAIN VIEW	CA
RESEARCH FACILITY	93-R-0397	CANCELLED	B. BRAUN MEDICAL, INC.		1753	IRVINE	CA
RESEARCH FACILITY	93-R-0398	ACTIVE	COMPARATIVE BIOSCIENCES, INC.		1761	SUNNYVALE	CA
RESEARCH FACILITY	93-R-0401	ACTIVE	INTUITIVE SURGICAL		1768	SUNNYVALE	CA
RESEARCH FACILITY	93-R-0404	ACTIVE	MOLECULAR DIAGNOSTIC SERVICES INC.		1785	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0406	ACTIVE	THERAVANCE BIOPHARMA US INC.		1794	SOUTH SAN FRANCISCO	CA
RESEARCH FACILITY	93-R-0412	ACTIVE	AGBIO COMPANY		1832	MODESTO	CA
RESEARCH FACILITY	93-R-0413	ACTIVE	CALIFORNIA STATE UNIVERSITY HUMBOLDT ARCATA		1836	ARCATA	CA
RESEARCH FACILITY	93-R-0415	ACTIVE	CALIFORNIA STATE UNIVERSITY- FRESNO		1838	FRESNO	CA
RESEARCH FACILITY	93-R-0416	ACTIVE	CALIFORNIA STATE UNIVERSITY FULLERTON		1839	FULLERTON	CA
RESEARCH FACILITY	93-R-0417	ACTIVE	CALIFORNIA STATE UNIVERSITY, EAST BAY		1840	HAYWARD	CA
RESEARCH FACILITY	93-R-0418	ACTIVE	CALIFORNIA STATE UNIVERSITY- LONG BEACH		1841	LONG BEACH	CA
RESEARCH FACILITY	93-R-0419	CANCELLED	CALIFORNIA STATE UNIVERSITY- LOS ANGELES		1842	LOS ANGELES	CA
RESEARCH FACILITY	93-R-0420	CANCELLED	CALIFORNIA STATE UNIVERSITY NORTHRIDGE		1843	NORTHRIDGE	CA
RESEARCH FACILITY	93-R-0421	ACTIVE	CALIFORNIA STATE POLYTECHNIC UNIVERSITY- POMONA		1844	POMONA	CA
RESEARCH FACILITY	93-R-0422	ACTIVE	CALIFORNIA STATE UNIVERSITY SONOMA		1845	ROHNERT PARK	CA
RESEARCH FACILITY	93-R-0423	ACTIVE	CALIFORNIA STATE UNIVERSITY SACRAMENTO		8237	SACRAMENTO	CA
RESEARCH FACILITY	93-R-0425	ACTIVE	SAN DIEGO STATE UNIVERSITY		1847	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0426	ACTIVE	SAN FRANCISCO STATE UNIVERSITY		1848	SAN FRANCISCO	CA
RESEARCH FACILITY	93-R-0427	ACTIVE	CALIFORNIA STATE UNIVERSITY- SAN JOSE		1849	SAN JOSE	CA
RESEARCH FACILITY	93-R-0430	ACTIVE	21ST CENTURY MEDICINE INC.		8817	FONTANA	CA
RESEARCH FACILITY	93-R-0432	ACTIVE	UNIVERSITY OF CALIFORNIA-BERKELEY		9191	BERKELEY	CA
RESEARCH FACILITY	93-R-0433	ACTIVE	UNIVERSITY OF CALIFORNIA- DAVIS		9192	DAVIS	CA
RESEARCH FACILITY	93-R-0434	ACTIVE	UNIVERSITY OF CALIFORNIA- IRVINE		9193	IRVINE	CA
RESEARCH FACILITY	93-R-0435	ACTIVE	UNIVERSITY OF CALIFORNIA-LOS ANGELES		9194	LOS ANGELES	CA
RESEARCH FACILITY	93-R-0436	ACTIVE	UNIVERSITY OF CALIFORNIA-RIVERSIDE		9195	RIVERSIDE	CA
RESEARCH FACILITY	93-R-0437	ACTIVE	UNIVERSITY OF CALIFORNIA-SAN DIEGO		9196	LA JOLLA	CA
RESEARCH FACILITY	93-R-0438	ACTIVE	UNIVERSITY OF CALIFORNIA-SANTA BARBARA		9197	SANTA BARBARA	CA
RESEARCH FACILITY	93-R-0439	ACTIVE	UNIVERSITY OF CALIFORNIA-SANTA CRUZ		9198	SANTA CRUZ	CA
RESEARCH FACILITY	93-R-0440	ACTIVE	UNIVERSITY OF CALIFORNIA-SAN FRANCISCO		9199	SAN FRANCISCO	CA
RESEARCH FACILITY	93-R-0441	CANCELLED	UNIV. OF CALIFORNIA, WHITE MTN. RESEARCH STATION		9200	LA JOLLA	CA
RESEARCH FACILITY	93-R-0444	ACTIVE	ABSORPTION SYSTEMS INC.		10138	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0448	CANCELLED	LYCHRON, L L C		8647	MOUNTAIN VIEW	CA
RESEARCH FACILITY	93-R-0450	ACTIVE	ALLERMED LABORATORIES		12283	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0461	ACTIVE	ICHOR MEDICAL SYSTEMS  INC.		8232	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0464	ACTIVE	WESTERN UNIVERSITY OF HEALTH SCIENCES		15322	POMONA	CA
RESEARCH FACILITY	93-R-0467	CANCELLED	XENOPORT INC.		18788	SANTA CLARA	CA
RESEARCH FACILITY	93-R-0475	ACTIVE	THE MARINE MAMMAL CENTER		3768	SAUSALITO	CA
RESEARCH FACILITY	93-R-0476	ACTIVE	MONTEREY BAY AQUARIUM		3620	MONTEREY	CA
RESEARCH FACILITY	93-R-0479	ACTIVE	VALLEY BIOSYSTEMS		18820	WEST SACRAMENTO	CA
RESEARCH FACILITY	93-R-0481	CANCELLED	MATEI KIOSEA D.V.M.	BEST AMERICAN TOXICOLOGY TESTING SERVICE (BATTS)	22844	GRANADA HILLS	CA
RESEARCH FACILITY	93-R-0485	ACTIVE	GENOMICS INST. OF THE NOVARTIS RESEACH FOUNDATION		24406	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0486	ACTIVE	PORTOLA PHARMACEUTICALS INC.		24058	SOUTH SAN FRANCISCO	CA
RESEARCH FACILITY	93-R-0489	ACTIVE	GRIFOLS BIOLOGICALS INC.		25422	LOS ANGELES	CA
RESEARCH FACILITY	93-R-0492	ACTIVE	CALIFORNIA STATE UNIVERSITY SAN MARCOS		27962	SAN MARCOS	CA
RESEARCH FACILITY	93-R-0493	CANCELLED	METABOLEX, INC.		8819	HAYWARD	CA
RESEARCH FACILITY	93-R-0494	CANCELLED	WILLIAM DONAHUE, JR.	SIERRA RESEARCH LABORATORIES	28727	MODESTO	CA
RESEARCH FACILITY	93-R-0496	ACTIVE	HANSEN MEDICAL INC.		30943	MOUNTAIN VIEW	CA
RESEARCH FACILITY	93-R-0498	ACTIVE	SYNTRON BIORESEARCH INC.		25560	CARLSBAD	CA
RESEARCH FACILITY	93-R-0501	CANCELLED	PLANCHE CONSULTING	WEBSCIENCES INTERNATIONAL	33057	LOS ANGELES	CA
RESEARCH FACILITY	93-R-0504	ACTIVE	ARAGEN BIOSCIENCE INC.		35685	MORGAN HILL	CA
RESEARCH FACILITY	93-R-0506	ACTIVE	T. B. HOLDINGS L L C		36525	SAN CARLOS	CA
RESEARCH FACILITY	93-R-0508	ACTIVE	BIOASSIST INC.		28941	VACAVILLE	CA
RESEARCH FACILITY	93-R-0511	CANCELLED	PINE STREET FOUNDATION		39213	SAN ANSELMO	CA
RESEARCH FACILITY	93-R-0512	ACTIVE	EXPLORA BIOLABS		39987	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0513	CANCELLED	RELYPSA INC.		42329	SANTA CLARA	CA
RESEARCH FACILITY	93-R-0516	ACTIVE	CARRINGTON COLLEGE CALIFORNIA		40242	SACRAMENTO	CA
RESEARCH FACILITY	93-R-0519	ACTIVE	HALOZYME THERAPEUTICS INC.		31509	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0520	ACTIVE	SIMMEC TRAINING SOLUTIONS		43420	OCEANSIDE	CA
RESEARCH FACILITY	93-R-0521	ACTIVE	PRO SCI INC.		43309	POWAY	CA
RESEARCH FACILITY	93-R-0524	ACTIVE	OTONOMY INC.		44767	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0526	ACTIVE	SANTOS C ARGUETA,LIDIA ARGUETA	A.R. BIO-LAB	17694	HOMELAND	CA
RESEARCH FACILITY	93-R-0527	ACTIVE	CALIFORNIA PROPERTY HOLDINGS I I I L L C		321491	SYLMAR	CA
RESEARCH FACILITY	93-R-0528	ACTIVE	AMPHASTAR LABORATORIES INC.		321451	RANCHO CUCAMONGA	CA
RESEARCH FACILITY	93-R-0529	ACTIVE	GILEAD SCIENCES INC.		321668	FREMONT	CA
RESEARCH FACILITY	93-R-0530	ACTIVE	MAGNETECS CORPORATION		44181	INGLEWOOD	CA
RESEARCH FACILITY	93-R-0531	CANCELLED	SPECTROS CORPORATION		322297	PORTOLA VALLEY	CA
RESEARCH FACILITY	93-R-0532	ACTIVE	B T S  RESEARCH		322137	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0533	ACTIVE	NITTOBO AMERICA INC.		322590	MURRIETA	CA
RESEARCH FACILITY	93-R-0536	ACTIVE	ANIMAL BLOOD BANK INC.	ANIMAL BLOOD RESOURCES INTERNATIONAL	324116	DIXON	CA
RESEARCH FACILITY	93-R-0537	ACTIVE	ATOPIX PHARMACEUTICALS		323981	ANAHEIM	CA
RESEARCH FACILITY	93-R-0538	ACTIVE	KEVIN YATES		3688	VALLEY CENTER	CA
RESEARCH FACILITY	93-R-0540	CANCELLED	ORPHAGEN PHARMACEUTICALS INC.		325395	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0541	ACTIVE	ABCORE  L L C		325927	RAMONA	CA
RESEARCH FACILITY	93-R-0542	CANCELLED	CELL APPLICATIONS INC.		32092	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0543	ACTIVE	FERRING RESEARCH INSTITUTE INC.		326082	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0544	INACTIVE (REGISTRANT ONLY)	COLLEGE OF THE SEQUOIAS		324991	TULARE	CA
RESEARCH FACILITY	93-R-0545	CANCELLED	PLATT COLLEGE LOS ANGELES L L C		326324	ALHAMBRA	CA
RESEARCH FACILITY	93-R-0546	ACTIVE	FORCE PRO INC.		326645	MOUNTAIN VIEW	CA
RESEARCH FACILITY	93-R-0547	ACTIVE	I C B INTERNATIONAL  INC.		328057	LA JOLLA	CA
RESEARCH FACILITY	93-R-0548	ACTIVE	INCEPTION SCIENCES INC.		328065	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0549	CANCELLED	FATE THERAPEUTICS INC.		328650	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0550	ACTIVE	SURPASS- SILICON VALLEY L L C		329444	MOUNTAIN VIEW	CA
RESEARCH FACILITY	93-R-0551	ACTIVE	CALIFORNIA DEPARTMENT OF PUBLIC HEALTH		1184	RICHMOND	CA
RESEARCH FACILITY	93-R-0552	ACTIVE	YUBA COLLEGE		329051	MARYSVILLE	CA
RESEARCH FACILITY	93-R-0553	ACTIVE	CIRCUIT THERAPEUTICS INC.		330071	MENLO PARK	CA
RESEARCH FACILITY	93-R-0554	ACTIVE	CALIFORNIA INSTITUTE FOR BIOMEDICAL RESEARCH	C A L I B R	329530	LA JOLLA	CA
RESEARCH FACILITY	93-R-0555	CANCELLED	DS GENOMICS INC.	RIVERSIDE LIFE SCIENCES	324176	ANAHEIM	CA
RESEARCH FACILITY	93-R-0556	ACTIVE	NIELSEN BIOSCIENCES INC		330653	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0557	ACTIVE	SIERRA RESEARCH LABORATORIES INC.		330987	MODESTO	CA
RESEARCH FACILITY	93-R-0558	ACTIVE	NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH		330337	EMERYVILLE	CA
RESEARCH FACILITY	93-R-0559	ACTIVE	STANBRIDGE COLLEGE	Veterinary Technology Program	330409	IRVINE	CA
RESEARCH FACILITY	93-R-0560	ACTIVE	GLOBAL MEDICAL DEVICES INC.		331267	EL CAJON	CA
RESEARCH FACILITY	93-R-0561	CANCELLED	HYGIEIA BIOLOGICAL LABORATORIES		22308	WOODLAND	CA
RESEARCH FACILITY	93-R-0562	CANCELLED	NOVUS BIOLOGICALS		331569	LITTLETON	CO
RESEARCH FACILITY	93-R-0563	ACTIVE	THE CALIFORNIA MEDICAL INNOVATIONS INSTITUTE INC.		331288	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0564	ACTIVE	MOLECULAR MATRIX INC.	Joe Pozzi	331759	DAVIS	CA
RESEARCH FACILITY	93-R-0565	ACTIVE	J B C CONTRACT RESEARCH SERVICES, INC.	MOLECULAR DIAGNOSTIC SERVICES	332284	SAN DIEGO	CA
RESEARCH FACILITY	93-R-0566	ACTIVE	CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO		1846	SAN BERNARDINO	CA
RESEARCH FACILITY	93-R-0567	ACTIVE	UNIVERSITY OF CALIFORNIA, MERCED	MERCED VERNAL POOLS AND GRASSLANDS RESERVE	333052	MERCED	CA
RESEARCH FACILITY	94-R-0109	ACTIVE	UNIVERSITY OF PUERTO RICO		960	SAN JUAN	PR
RESEARCH FACILITY	94-R-0114	ACTIVE	UNIVERSIDAD INTERAMERICANA DE PUERTO RICO	RECINTO DE BAYAMON	325361	BAYAMON	PR
RESEARCH FACILITY	95-R-0002	ACTIVE	UNIVERSITY OF HAWAII AT MANOA		19	HONOLULU	HI
RESEARCH FACILITY	95-R-0003	ACTIVE	QUEENS MEDICAL CENTER		18	HONOLULU	HI
RESEARCH FACILITY	96-R-0001	ACTIVE	UNIVERSITY OF ALASKA- FAIRBANKS		15	FAIRBANKS	AK
RESEARCH FACILITY	96-R-0005	ACTIVE	S.A.A.M.S.	ALASKA SEALIFECENTER	1693	SEWARD	AK
RESEARCH FACILITY	96-R-0006	ACTIVE	UNIVERSITY OF ALASKA - ANCHORAGE		38530	ANCHORAGE	AK
VETERANS ADMINISTRATION HOSPITAL	10-V-0004	ACTIVE	VA MEDICAL CENTER (688)		649	WASHINGTON	DC
VETERANS ADMINISTRATION HOSPITAL	13-V-0001	ACTIVE	DEPARTMENT OF VETERAN AFFAIRS		680	WHITE RIVER JCTN	VT
VETERANS ADMINISTRATION HOSPITAL	14-V-0001	ACTIVE	EDITH NOURSE ROGERS MEMORIAL VETERAN'S HOSPITAL		652	BEDFORD	MA
VETERANS ADMINISTRATION HOSPITAL	14-V-0003	ACTIVE	VA MEDICAL CENTER (525)		653	WEST ROXBURY	MA
VETERANS ADMINISTRATION HOSPITAL	14-V-0004	ACTIVE	VA MEDICAL CENTER (523)		651	BOSTON	MA
VETERANS ADMINISTRATION HOSPITAL	15-V-0001	ACTIVE	VA MEDICAL CENTER (650)		679	PROVIDENCE	RI
VETERANS ADMINISTRATION HOSPITAL	16-V-0002	ACTIVE	VA MEDICAL CENTER (689)		454	WEST HAVEN	CT
VETERANS ADMINISTRATION HOSPITAL	21-V-0002	ACTIVE	VA MEDICAL CENTER (528)		662	BUFFALO	NY
VETERANS ADMINISTRATION HOSPITAL	21-V-0004	ACTIVE	VA MEDICAL CENTER (630/A4)		660	BROOKLYN	NY
VETERANS ADMINISTRATION HOSPITAL	21-V-0006	ACTIVE	VA MEDICAL CENTER (632)		644	NORTHPORT	NY
VETERANS ADMINISTRATION HOSPITAL	21-V-0007	ACTIVE	VA MEDICAL CENTER (670)		665	SYRACUSE	NY
VETERANS ADMINISTRATION HOSPITAL	21-V-0008	ACTIVE	STRATTON VA MEDICAL CENTER (500)		663	ALBANY	NY
VETERANS ADMINISTRATION HOSPITAL	22-V-0003	ACTIVE	VA MEDICAL CENTER 561		655	EAST ORANGE	NJ
VETERANS ADMINISTRATION HOSPITAL	23-V-0001	ACTIVE	VA MEDICAL CENTER (542)		671	COATESVILLE	PA
VETERANS ADMINISTRATION HOSPITAL	23-V-0002	ACTIVE	DEPT OF VETERANS AFFAIRS MED CTR	DEPT OF MEDICAL RESEARCH SERVICES - 151	658	PHILADELPHIA	PA
VETERANS ADMINISTRATION HOSPITAL	23-V-0003	ACTIVE	VA MEDICAL CENTER (646)		678	PITTSBURGH	PA
VETERANS ADMINISTRATION HOSPITAL	31-V-0004	ACTIVE	VA MEDICAL CENTER (541)		668	CLEVELAND	OH
VETERANS ADMINISTRATION HOSPITAL	31-V-0005	ACTIVE	VA MEDICAL CENTER (539)		650	CINCINNATI	OH
VETERANS ADMINISTRATION HOSPITAL	33-V-0002	ACTIVE	JESSE BROWN VA MEDICAL CENTER (535)	RESEARCH SERVICES 151	709	CHICAGO	IL
VETERANS ADMINISTRATION HOSPITAL	33-V-0004	ACTIVE	EDWARD HINES JR VA HOSPITAL (151)		554	HINES	IL
VETERANS ADMINISTRATION HOSPITAL	34-V-0002	ACTIVE	VA MEDICAL CENTER (506)		739	ANN ARBOR	MI
VETERANS ADMINISTRATION HOSPITAL	35-V-0001	ACTIVE	VA MEDICAL CENTER (607)	WM S. MIDDLETON MEMORIAL HOSP	631	MADISON	WI
VETERANS ADMINISTRATION HOSPITAL	35-V-0004	ACTIVE	ZVAMC/RESEARCH		633	MILWAUKEE	WI
VETERANS ADMINISTRATION HOSPITAL	41-V-0001	ACTIVE	VA MEDICAL CENTER (618)		556	MINNEAPOLIS	MN
VETERANS ADMINISTRATION HOSPITAL	42-V-0002	ACTIVE	IOWA CITY VAMC (584)		1584	IOWA CITY	IA
VETERANS ADMINISTRATION HOSPITAL	43-V-0001	ACTIVE	HARRY S. TRUMAN VAMC(543)		1373	COLUMBIA	MO
VETERANS ADMINISTRATION HOSPITAL	43-V-0002	ACTIVE	KANSAS CITY VAMC (589)		1374	KANSAS CITY	MO
VETERANS ADMINISTRATION HOSPITAL	43-V-0003	ACTIVE	VETERANS AFFAIRS ST. LOUIS HEALTH CARE SYSTEM		1375	SAINT LOUIS	MO
VETERANS ADMINISTRATION HOSPITAL	47-V-0001	ACTIVE	OMAHA VAMC (636/151)		1554	OMAHA	NE
VETERANS ADMINISTRATION HOSPITAL	51-V-0010	ACTIVE	VA MEDICAL CENTER		742	BALTIMORE	MD
VETERANS ADMINISTRATION HOSPITAL	52-V-0003	ACTIVE	VA MEDICAL CENTER (652)		681	RICHMOND	VA
VETERANS ADMINISTRATION HOSPITAL	54-V-0002	ACTIVE	VA MEDICAL CENTER (581)		682	HUNTINGTON	WV
VETERANS ADMINISTRATION HOSPITAL	55-V-0003	ACTIVE	VA MEDICAL CENTER		982	DURHAM	NC
VETERANS ADMINISTRATION HOSPITAL	56-V-0002	ACTIVE	VA MEDICAL CENTER	RALPH H JOHNSON VAMC	985	CHARLESTON	SC
VETERANS ADMINISTRATION HOSPITAL	56-V-0003	ACTIVE	WJB DORN VETERANS HOSPITAL		986	COLUMBIA	SC
VETERANS ADMINISTRATION HOSPITAL	57-V-0001	ACTIVE	VA MEDICAL CENTER		987	DECATUR	GA
VETERANS ADMINISTRATION HOSPITAL	57-V-0002	ACTIVE	VA MEDICAL CENTER		1007	AUGUSTA	GA
VETERANS ADMINISTRATION HOSPITAL	58-V-0003	ACTIVE	BAY PINES V A HEALTHCARES SYSTEM	VA MEDICAL CENTER	931	BAY PINES	FL
VETERANS ADMINISTRATION HOSPITAL	58-V-0005	ACTIVE	VA MEDICAL CENTER #546		933	MIAMI	FL
VETERANS ADMINISTRATION HOSPITAL	58-V-0007	ACTIVE	V A MEDICAL CENTER		949	GAINESVILLE	FL
VETERANS ADMINISTRATION HOSPITAL	61-V-0002	ACTIVE	VA MEDICAL CENTER		935	LOUISVILLE	KY
VETERANS ADMINISTRATION HOSPITAL	61-V-0003	ACTIVE	VA MEDICAL CENTER		936	LEXINGTON	KY
VETERANS ADMINISTRATION HOSPITAL	63-V-0002	ACTIVE	TENNESSEE VALLEY HEALTHCARE SYSTEM		937	NASHVILLE	TN
VETERANS ADMINISTRATION HOSPITAL	63-V-0003	ACTIVE	VA MEDICAL CENTER		938	MEMPHIS	TN
VETERANS ADMINISTRATION HOSPITAL	65-V-0002	ACTIVE	VA MEDICAL CENTER	G V SONNY MONTGOMERY VAMC	956	JACKSON	MS
VETERANS ADMINISTRATION HOSPITAL	71-V-0001	ACTIVE	CENTRAL ARKANSAS VETERANS HEALTHCARE SYSTEM		1377	LITTLE ROCK	AR
